ticker,date,close,volume,,,
AAL,02/01/15,53.91,10748600,,,
AAL,05/01/15,53.880001,11565000,,,
AAL,06/01/15,53.040001,13772200,,,
AAL,07/01/15,53.009998,10069800,,,
AAL,08/01/15,53.66,9672100,,,
AAL,09/01/15,52.02,12351600,,,
AAL,12/01/15,49.580002,18261300,,,
AAL,13/01/15,50.400002,12259300,,,
AAL,14/01/15,49.41,15684700,,,
AAL,15/01/15,49.41,10396900,,,
AAL,16/01/15,49.810001,12978000,,,
AAL,20/01/15,52.75,15157300,,,
AAL,21/01/15,53.669998,12882200,,,
AAL,22/01/15,55.59,16201100,,,
AAL,23/01/15,55.689999,9488800,,,
AAL,26/01/15,55.450001,13353900,,,
AAL,27/01/15,52.700001,19810700,,,
AAL,28/01/15,50.619999,17064800,,,
AAL,29/01/15,52.240002,16618900,,,
AAL,30/01/15,49.080002,18473100,,,
AAL,02/02/15,48.720001,22413100,,,
AAL,03/02/15,47.5,16678900,,,
AAL,04/02/15,49.459999,11836800,,,
AAL,05/02/15,48.810001,9220900,,,
AAL,06/02/15,48.150002,8650100,,,
AAL,09/02/15,46.529999,12961900,,,
AAL,10/02/15,48.049999,9085300,,,
AAL,11/02/15,47.59,10060200,,,
AAL,12/02/15,47.880001,9542800,,,
AAL,13/02/15,48.389999,9895700,,,
AAL,17/02/15,48.009998,7260500,,,
AAL,18/02/15,49.310001,8752700,,,
AAL,19/02/15,49.779999,11462600,,,
AAL,20/02/15,51.02,10537900,,,
AAL,23/02/15,51.310001,9508700,,,
AAL,24/02/15,51.52,13916700,,,
AAL,25/02/15,49.73,9577000,,,
AAL,26/02/15,49.349998,7577300,,,
AAL,27/02/15,47.900002,9396400,,,
AAL,02/03/15,48.310001,11482900,,,
AAL,03/03/15,48.77,9051200,,,
AAL,04/03/15,48.950001,6711000,,,
AAL,05/03/15,48.400002,7041000,,,
AAL,06/03/15,48,7002300,,,
AAL,09/03/15,47.919998,7460200,,,
AAL,10/03/15,46.740002,9337100,,,
AAL,11/03/15,47.389999,6630300,,,
AAL,12/03/15,48.68,7133500,,,
AAL,13/03/15,49.220001,9188000,,,
AAL,16/03/15,50.220001,10897800,,,
AAL,17/03/15,53.689999,41837900,,,
AAL,18/03/15,54.130001,21325000,,,
AAL,19/03/15,55.189999,18897700,,,
AAL,20/03/15,55.759998,137767200,,,
AAL,23/03/15,54.400002,19042000,,,
AAL,24/03/15,53.93,11940800,,,
AAL,25/03/15,52.009998,14237900,,,
AAL,26/03/15,51.27,14242700,,,
AAL,27/03/15,52.66,9004000,,,
AAL,30/03/15,53.639999,8167300,,,
AAL,31/03/15,52.779999,8386400,,,
AAL,01/04/15,50.439999,15191500,,,
AAL,02/04/15,49.18,14109800,,,
AAL,06/04/15,48.080002,13323400,,,
AAL,07/04/15,47.5,9393200,,,
AAL,08/04/15,48.740002,11180000,,,
AAL,09/04/15,47.84,11576200,,,
AAL,10/04/15,47.73,11713400,,,
AAL,13/04/15,47.790001,9350300,,,
AAL,14/04/15,47.419998,9878400,,,
AAL,15/04/15,47.75,9846700,,,
AAL,16/04/15,48.240002,7155900,,,
AAL,17/04/15,48.189999,8659800,,,
AAL,20/04/15,49.759998,9523500,,,
AAL,21/04/15,51.360001,10850300,,,
AAL,22/04/15,51.400002,7333300,,,
AAL,23/04/15,51.450001,9821800,,,
AAL,24/04/15,52.709999,20248100,,,
AAL,27/04/15,51.869999,9843400,,,
AAL,28/04/15,51.189999,9235700,,,
AAL,29/04/15,48.880001,18050300,,,
AAL,30/04/15,48.290001,9400400,,,
AAL,01/05/15,49.389999,8084600,,,
AAL,04/05/15,48.950001,5589800,,,
AAL,05/05/15,47.009998,11385000,,,
AAL,06/05/15,47.049999,10116400,,,
AAL,07/05/15,49.060001,11428000,,,
AAL,08/05/15,49.040001,6478200,,,
AAL,11/05/15,49.650002,8036700,,,
AAL,12/05/15,48.849998,6820500,,,
AAL,13/05/15,48.490002,8553100,,,
AAL,14/05/15,48.82,7980100,,,
AAL,15/05/15,48.669998,6650400,,,
AAL,18/05/15,49,6152300,,,
AAL,19/05/15,47.849998,14984900,,,
AAL,20/05/15,43.060001,51460300,,,
AAL,21/05/15,42.470001,23895800,,,
AAL,22/05/15,42.610001,16113100,,,
AAL,26/05/15,41.560001,17481100,,,
AAL,27/05/15,42.240002,13017800,,,
AAL,28/05/15,41.970001,9238800,,,
AAL,29/05/15,42.369999,13236100,,,
AAL,01/06/15,44.18,21917100,,,
AAL,02/06/15,43.779999,14832900,,,
AAL,03/06/15,43.130001,13272600,,,
AAL,04/06/15,42.169998,14128000,,,
AAL,05/06/15,41.720001,9951100,,,
AAL,08/06/15,39.860001,25757800,,,
AAL,09/06/15,40.330002,27024800,,,
AAL,10/06/15,40.43,15731900,,,
AAL,11/06/15,40.02,10116700,,,
AAL,12/06/15,40.709999,10333800,,,
AAL,15/06/15,40.07,8830300,,,
AAL,16/06/15,39.48,9212100,,,
AAL,17/06/15,39.880001,9567400,,,
AAL,18/06/15,39.98,10647000,,,
AAL,19/06/15,41.560001,20198300,,,
AAL,22/06/15,43.029999,15120200,,,
AAL,23/06/15,42.73,10702000,,,
AAL,24/06/15,42.240002,6895900,,,
AAL,25/06/15,42.240002,8174200,,,
AAL,26/06/15,41.439999,9819900,,,
AAL,29/06/15,39.75,17651700,,,
AAL,30/06/15,39.939999,11184500,,,
AAL,01/07/15,38.799999,24907100,,,
AAL,02/07/15,39.029999,11080000,,,
AAL,06/07/15,39.73,9157700,,,
AAL,07/07/15,40.669998,10375900,,,
AAL,08/07/15,39.310001,11193000,,,
AAL,09/07/15,39.669998,8490900,,,
AAL,10/07/15,41.209999,16451700,,,
AAL,13/07/15,42.419998,12077000,,,
AAL,14/07/15,42.060001,12701500,,,
AAL,15/07/15,41.540001,17922800,,,
AAL,16/07/15,41.389999,12111300,,,
AAL,17/07/15,41.400002,9736000,,,
AAL,20/07/15,40.549999,7645900,,,
AAL,21/07/15,40.900002,7300000,,,
AAL,22/07/15,41.43,8302900,,,
AAL,23/07/15,42.610001,16579900,,,
AAL,24/07/15,39.630001,20152600,,,
AAL,27/07/15,40.139999,12071400,,,
AAL,28/07/15,41.169998,8186000,,,
AAL,29/07/15,40.73,6801400,,,
AAL,30/07/15,40.27,5855800,,,
AAL,31/07/15,40.099998,6955900,,,
AAL,03/08/15,41.709999,9261900,,,
AAL,04/08/15,42.740002,13354300,,,
AAL,05/08/15,42.959999,7581000,,,
AAL,06/08/15,42.18,7395500,,,
AAL,07/08/15,41.490002,5588600,,,
AAL,10/08/15,41.68,6860600,,,
AAL,11/08/15,42.700001,10378600,,,
AAL,12/08/15,42.52,10391900,,,
AAL,13/08/15,42.669998,6605800,,,
AAL,14/08/15,42.880001,4857400,,,
AAL,17/08/15,43.950001,8385400,,,
AAL,18/08/15,43.630001,6317200,,,
AAL,19/08/15,43.529999,8374000,,,
AAL,20/08/15,41.98,8905700,,,
AAL,21/08/15,39.75,16241600,,,
AAL,24/08/15,37.619999,19612700,,,
AAL,25/08/15,37.5,12820300,,,
AAL,26/08/15,38.849998,15679800,,,
AAL,27/08/15,39.029999,13793600,,,
AAL,28/08/15,38.619999,11825000,,,
AAL,31/08/15,38.98,12409600,,,
AAL,01/09/15,39.200001,16042600,,,
AAL,02/09/15,41.509998,19316800,,,
AAL,03/09/15,40.889999,9905600,,,
AAL,04/09/15,40.599998,9738400,,,
AAL,08/09/15,40.799999,10814800,,,
AAL,09/09/15,41,12481200,,,
AAL,10/09/15,41.209999,9181600,,,
AAL,11/09/15,42.150002,8635200,,,
AAL,14/09/15,42.290001,7362500,,,
AAL,15/09/15,42.639999,7008300,,,
AAL,16/09/15,43.060001,7703100,,,
AAL,17/09/15,43.990002,12835700,,,
AAL,18/09/15,43.490002,12446900,,,
AAL,21/09/15,43.23,6687200,,,
AAL,22/09/15,41.189999,12483700,,,
AAL,23/09/15,41.240002,8248800,,,
AAL,24/09/15,40.25,10507300,,,
AAL,25/09/15,40.240002,7524900,,,
AAL,28/09/15,39.080002,9635900,,,
AAL,29/09/15,39.18,7478800,,,
AAL,30/09/15,38.830002,15823700,,,
AAL,01/10/15,39.200001,9175100,,,
AAL,02/10/15,38.630001,12276300,,,
AAL,05/10/15,40.189999,9421800,,,
AAL,06/10/15,38.130001,12985800,,,
AAL,07/10/15,39.310001,10513700,,,
AAL,08/10/15,39.740002,8308100,,,
AAL,09/10/15,42.419998,16835500,,,
AAL,12/10/15,43.84,11443300,,,
AAL,13/10/15,43.41,13250300,,,
AAL,14/10/15,43.799999,11125800,,,
AAL,15/10/15,44.459999,8185400,,,
AAL,16/10/15,43.709999,11572900,,,
AAL,19/10/15,44.450001,8934600,,,
AAL,20/10/15,44.790001,7610800,,,
AAL,21/10/15,44.310001,6935700,,,
AAL,22/10/15,45.990002,14444600,,,
AAL,23/10/15,45.669998,20281400,,,
AAL,26/10/15,46.470001,11026200,,,
AAL,27/10/15,46.459999,6824100,,,
AAL,28/10/15,45.860001,7629700,,,
AAL,29/10/15,45.860001,5234400,,,
AAL,30/10/15,46.220001,8589700,,,
AAL,02/11/15,46.470001,6189300,,,
AAL,03/11/15,46.5,6983200,,,
AAL,04/11/15,45.630001,8081400,,,
AAL,05/11/15,45.599998,5864700,,,
AAL,06/11/15,45.34,11669600,,,
AAL,09/11/15,44.650002,7214600,,,
AAL,10/11/15,44.490002,5935300,,,
AAL,11/11/15,44.389999,4413000,,,
AAL,12/11/15,43.900002,5951100,,,
AAL,13/11/15,43.450001,7486100,,,
AAL,16/11/15,42.830002,10201100,,,
AAL,17/11/15,42.299999,9596500,,,
AAL,18/11/15,41.75,11071100,,,
AAL,19/11/15,42.299999,6545500,,,
AAL,20/11/15,42.200001,5656000,,,
AAL,23/11/15,42.299999,4166100,,,
AAL,24/11/15,41.23,7578000,,,
AAL,25/11/15,41.310001,4276600,,,
AAL,27/11/15,41.689999,3066600,,,
AAL,30/11/15,41.259998,6450900,,,
AAL,01/12/15,43.259998,8912900,,,
AAL,02/12/15,43.82,8010400,,,
AAL,03/12/15,43.27,7235300,,,
AAL,04/12/15,44.970001,9460900,,,
AAL,07/12/15,45.779999,8911700,,,
AAL,08/12/15,44.549999,9043700,,,
AAL,09/12/15,43.650002,8001000,,,
AAL,10/12/15,44.09,7955600,,,
AAL,11/12/15,42.09,10235200,,,
AAL,14/12/15,41.77,10750500,,,
AAL,15/12/15,42.599998,7097300,,,
AAL,16/12/15,43.200001,7850900,,,
AAL,17/12/15,42.459999,7225000,,,
AAL,18/12/15,41.09,17810000,,,
AAL,21/12/15,42.400002,6597500,,,
AAL,22/12/15,42.900002,5704700,,,
AAL,23/12/15,43.290001,6093600,,,
AAL,24/12/15,43.810001,3307000,,,
AAL,28/12/15,43.23,4148000,,,
AAL,29/12/15,43.5,4006900,,,
AAL,30/12/15,42.799999,5463600,,,
AAL,31/12/15,42.349998,6813800,,,
AAL,04/01/16,40.91,12037200,,,
AAL,05/01/16,40.52,10514200,,,
AAL,06/01/16,41.23,12393800,,,
AAL,07/01/16,40.450001,11312900,,,
AAL,08/01/16,40.369999,8853100,,,
AAL,11/01/16,41.080002,15877500,,,
AAL,12/01/16,42,12636000,,,
AAL,13/01/16,40.099998,12718600,,,
AAL,14/01/16,40.549999,11756500,,,
AAL,15/01/16,38.759998,18924800,,,
AAL,19/01/16,38.860001,10505900,,,
AAL,20/01/16,39.060001,16089100,,,
AAL,21/01/16,39.790001,9781700,,,
AAL,22/01/16,40.16,7247000,,,
AAL,25/01/16,38.880001,10113200,,,
AAL,26/01/16,39.639999,8099000,,,
AAL,27/01/16,39.689999,10186000,,,
AAL,28/01/16,38.139999,17112300,,,
AAL,29/01/16,38.990002,20957500,,,
AAL,01/02/16,39.380001,12023500,,,
AAL,02/02/16,37.029999,12401400,,,
AAL,03/02/16,37.509998,12390500,,,
AAL,04/02/16,38.209999,8599600,,,
AAL,05/02/16,36.75,10072700,,,
AAL,08/02/16,35.549999,12821900,,,
AAL,09/02/16,36.189999,11143300,,,
AAL,10/02/16,37.119999,8114100,,,
AAL,11/02/16,36.490002,8096000,,,
AAL,12/02/16,37.82,9412800,,,
AAL,16/02/16,38.610001,7147500,,,
AAL,17/02/16,39.34,8432500,,,
AAL,18/02/16,39.540001,9605800,,,
AAL,19/02/16,39.759998,11052400,,,
AAL,22/02/16,40.84,9997300,,,
AAL,23/02/16,40.380001,6432200,,,
AAL,24/02/16,40.66,6103700,,,
AAL,25/02/16,41.360001,6936400,,,
AAL,26/02/16,40.869999,7467200,,,
AAL,29/02/16,41,5791300,,,
AAL,01/03/16,41.830002,7885800,,,
AAL,02/03/16,41.59,7913700,,,
AAL,03/03/16,41.880001,8812800,,,
AAL,04/03/16,41.630001,9474100,,,
AAL,07/03/16,42.130001,6959700,,,
AAL,08/03/16,40.77,8418300,,,
AAL,09/03/16,41.650002,8546300,,,
AAL,10/03/16,41.630001,5814200,,,
AAL,11/03/16,42.470001,5701500,,,
AAL,14/03/16,42.59,4568000,,,
AAL,15/03/16,42.110001,4445400,,,
AAL,16/03/16,42.310001,4792900,,,
AAL,17/03/16,42.099998,5960600,,,
AAL,18/03/16,43.439999,13746000,,,
AAL,21/03/16,43.470001,4756400,,,
AAL,22/03/16,42.759998,6721600,,,
AAL,23/03/16,41.919998,9583400,,,
AAL,24/03/16,40.5,12515100,,,
AAL,28/03/16,40.91,6402800,,,
AAL,29/03/16,41.349998,6794000,,,
AAL,30/03/16,41.380001,6076800,,,
AAL,31/03/16,41.009998,8138000,,,
AAL,01/04/16,39.52,11244100,,,
AAL,04/04/16,39.369999,7831200,,,
AAL,05/04/16,38.93,7648400,,,
AAL,06/04/16,38.900002,5650000,,,
AAL,07/04/16,38.360001,8206700,,,
AAL,08/04/16,38.5,6087400,,,
AAL,11/04/16,38.73,7932300,,,
AAL,12/04/16,39.189999,6426000,,,
AAL,13/04/16,39.939999,12493500,,,
AAL,14/04/16,41.169998,10133400,,,
AAL,15/04/16,40.91,6982200,,,
AAL,18/04/16,40.919998,5245700,,,
AAL,19/04/16,41.34,6650200,,,
AAL,20/04/16,41.259998,5018200,,,
AAL,21/04/16,40.009998,10782600,,,
AAL,22/04/16,38.209999,20939500,,,
AAL,25/04/16,37,12670100,,,
AAL,26/04/16,36.919998,14692700,,,
AAL,27/04/16,36.709999,12305000,,,
AAL,28/04/16,35.970001,9836800,,,
AAL,29/04/16,34.689999,17807200,,,
AAL,02/05/16,34.43,8829800,,,
AAL,03/05/16,34.580002,10674200,,,
AAL,04/05/16,33.209999,13412400,,,
AAL,05/05/16,32.810001,11606100,,,
AAL,06/05/16,33.029999,12749100,,,
AAL,09/05/16,32.939999,9312500,,,
AAL,10/05/16,33.77,8124400,,,
AAL,11/05/16,32.860001,8148600,,,
AAL,12/05/16,31.33,14228200,,,
AAL,13/05/16,31.51,10132500,,,
AAL,16/05/16,32.119999,12397800,,,
AAL,17/05/16,32.639999,13303400,,,
AAL,18/05/16,32.610001,9136300,,,
AAL,19/05/16,32.150002,8875400,,,
AAL,20/05/16,32.009998,7278000,,,
AAL,23/05/16,31.73,6498400,,,
AAL,24/05/16,32.150002,6962700,,,
AAL,25/05/16,32.169998,7401800,,,
AAL,26/05/16,31.51,7222800,,,
AAL,27/05/16,31.65,8573700,,,
AAL,31/05/16,31.91,9618700,,,
AAL,01/06/16,31.950001,6415500,,,
AAL,02/06/16,31.67,6813300,,,
AAL,03/06/16,30.809999,12424100,,,
AAL,06/06/16,31.26,8335400,,,
AAL,07/06/16,32.360001,12424200,,,
AAL,08/06/16,32.509998,8173100,,,
AAL,09/06/16,33.400002,8188300,,,
AAL,10/06/16,33.139999,8252300,,,
AAL,13/06/16,31.799999,9225600,,,
AAL,14/06/16,30.360001,13802900,,,
AAL,15/06/16,30.49,8152300,,,
AAL,16/06/16,29.139999,18236700,,,
AAL,17/06/16,29.34,15301900,,,
AAL,20/06/16,29.709999,8359300,,,
AAL,21/06/16,30.02,8922900,,,
AAL,22/06/16,29.889999,6675900,,,
AAL,23/06/16,30.33,9139900,,,
AAL,24/06/16,27.049999,36049900,,,
AAL,27/06/16,25.27,23170100,,,
AAL,28/06/16,26.77,20026100,,,
AAL,29/06/16,27.700001,15008800,,,
AAL,30/06/16,28.309999,11148300,,,
AAL,01/07/16,29.33,13250000,,,
AAL,05/07/16,28.93,9467000,,,
AAL,06/07/16,28.35,18757500,,,
AAL,07/07/16,29.4,11779800,,,
AAL,08/07/16,30.040001,13659300,,,
AAL,11/07/16,31.16,12374400,,,
AAL,12/07/16,34.66,25515700,,,
AAL,13/07/16,34.450001,15215100,,,
AAL,14/07/16,35.880001,16884400,,,
AAL,15/07/16,35.889999,9817100,,,
AAL,18/07/16,36.029999,8606800,,,
AAL,19/07/16,36.009998,7956300,,,
AAL,20/07/16,35.919998,13098400,,,
AAL,21/07/16,34.959999,16429900,,,
AAL,22/07/16,36.360001,14704700,,,
AAL,25/07/16,35.799999,9526700,,,
AAL,26/07/16,36.549999,8871200,,,
AAL,27/07/16,36.200001,6671200,,,
AAL,28/07/16,36.34,6518800,,,
AAL,29/07/16,35.5,9138600,,,
AAL,01/08/16,35.599998,7059000,,,
AAL,02/08/16,33.509998,12100400,,,
AAL,03/08/16,33.48,8254200,,,
AAL,04/08/16,33.580002,6384700,,,
AAL,05/08/16,34.439999,16437200,,,
AAL,08/08/16,34.349998,7142400,,,
AAL,09/08/16,34.59,7307200,,,
AAL,10/08/16,34.18,5878400,,,
AAL,11/08/16,34.959999,7665900,,,
AAL,12/08/16,34.919998,6063900,,,
AAL,15/08/16,35.869999,7137200,,,
AAL,16/08/16,36.75,9385000,,,
AAL,17/08/16,36.599998,8002000,,,
AAL,18/08/16,36.669998,5292900,,,
AAL,19/08/16,36.490002,6675300,,,
AAL,22/08/16,36,5189400,,,
AAL,23/08/16,36.400002,5401700,,,
AAL,24/08/16,36.650002,5945800,,,
AAL,25/08/16,36.720001,5446000,,,
AAL,26/08/16,36.23,6257700,,,
AAL,29/08/16,36.169998,4760700,,,
AAL,30/08/16,37.049999,14509300,,,
AAL,31/08/16,36.299999,13111700,,,
AAL,01/09/16,36.240002,6940600,,,
AAL,02/09/16,36.529999,5429100,,,
AAL,06/09/16,36.959999,5501700,,,
AAL,07/09/16,38.75,13775000,,,
AAL,08/09/16,39.349998,7101500,,,
AAL,09/09/16,38.490002,8623600,,,
AAL,12/09/16,38.34,11959800,,,
AAL,13/09/16,37.369999,9330300,,,
AAL,14/09/16,36.389999,8051800,,,
AAL,15/09/16,36.41,7793900,,,
AAL,16/09/16,35.490002,10724800,,,
AAL,19/09/16,35.439999,5422300,,,
AAL,20/09/16,35.150002,6666500,,,
AAL,21/09/16,34.669998,10408200,,,
AAL,22/09/16,35.25,7438700,,,
AAL,23/09/16,35.549999,4603200,,,
AAL,26/09/16,34.93,7353500,,,
AAL,27/09/16,36,5068900,,,
AAL,28/09/16,35.84,6291600,,,
AAL,29/09/16,35.82,6182700,,,
AAL,30/09/16,36.610001,7429300,,,
AAL,03/10/16,37.700001,8878900,,,
AAL,04/10/16,37.630001,9065600,,,
AAL,05/10/16,37.869999,4713100,,,
AAL,06/10/16,38.169998,5160200,,,
AAL,07/10/16,37.73,5133200,,,
AAL,10/10/16,38.889999,6939900,,,
AAL,11/10/16,38.200001,10034700,,,
AAL,12/10/16,37.380001,7410000,,,
AAL,13/10/16,39.240002,14773300,,,
AAL,14/10/16,38.650002,8871200,,,
AAL,17/10/16,38.580002,5602000,,,
AAL,18/10/16,39.349998,10538200,,,
AAL,19/10/16,40.630001,12764200,,,
AAL,20/10/16,40.59,14695900,,,
AAL,21/10/16,39.900002,9981500,,,
AAL,24/10/16,39.830002,6466300,,,
AAL,25/10/16,39.689999,6019900,,,
AAL,26/10/16,39.32,10112300,,,
AAL,27/10/16,39.91,6542100,,,
AAL,28/10/16,40.060001,6710700,,,
AAL,31/10/16,40.599998,5961100,,,
AAL,01/11/16,39.799999,9028700,,,
AAL,02/11/16,39.709999,5274500,,,
AAL,03/11/16,39.380001,6006500,,,
AAL,04/11/16,39.740002,6717500,,,
AAL,07/11/16,41.490002,8334200,,,
AAL,08/11/16,41.700001,5725800,,,
AAL,09/11/16,42.41,8392100,,,
AAL,10/11/16,42.299999,8665900,,,
AAL,11/11/16,42.93,6623500,,,
AAL,14/11/16,43.400002,7773600,,,
AAL,15/11/16,44.759998,13166600,,,
AAL,16/11/16,44.450001,6167000,,,
AAL,17/11/16,45.830002,8558700,,,
AAL,18/11/16,46.259998,7795100,,,
AAL,21/11/16,46.080002,6651400,,,
AAL,22/11/16,46.080002,5780600,,,
AAL,23/11/16,46.34,5160200,,,
AAL,25/11/16,46.82,2426600,,,
AAL,28/11/16,46.5,7369600,,,
AAL,29/11/16,46.889999,4885400,,,
AAL,30/11/16,46.439999,7904200,,,
AAL,01/12/16,45.75,7435200,,,
AAL,02/12/16,46.099998,6505100,,,
AAL,05/12/16,45.720001,5256400,,,
AAL,06/12/16,46.43,5334500,,,
AAL,07/12/16,48.650002,10210300,,,
AAL,08/12/16,48.049999,6240000,,,
AAL,09/12/16,49.639999,9850800,,,
AAL,12/12/16,47.59,8643500,,,
AAL,13/12/16,47.84,6147700,,,
AAL,14/12/16,47.919998,5293900,,,
AAL,15/12/16,48.299999,7530800,,,
AAL,16/12/16,47.630001,9299700,,,
AAL,19/12/16,48.580002,4729900,,,
AAL,20/12/16,49.220001,4814600,,,
AAL,21/12/16,49.470001,3827900,,,
AAL,22/12/16,48.689999,3618700,,,
AAL,23/12/16,48.48,2914800,,,
AAL,27/12/16,48.610001,2797800,,,
AAL,28/12/16,47.669998,4153600,,,
AAL,29/12/16,47.25,3709300,,,
AAL,30/12/16,46.689999,4495000,,,
AAL,03/01/17,46.299999,6737800,,,
AAL,04/01/17,46.700001,5859600,,,
AAL,05/01/17,45.889999,6825300,,,
AAL,06/01/17,46.209999,7260200,,,
AAL,09/01/17,47.080002,4739100,,,
AAL,10/01/17,48.48,7483800,,,
AAL,11/01/17,48.639999,6925800,,,
AAL,12/01/17,48.099998,5447300,,,
AAL,13/01/17,47.650002,3541700,,,
AAL,17/01/17,46.75,5350800,,,
AAL,18/01/17,47.639999,5176500,,,
AAL,19/01/17,47.259998,3729300,,,
AAL,20/01/17,48,5611800,,,
AAL,23/01/17,46.939999,4284200,,,
AAL,24/01/17,47.540001,4926700,,,
AAL,25/01/17,47.91,5075800,,,
AAL,26/01/17,49.59,10332800,,,
AAL,27/01/17,46.950001,19411100,,,
AAL,30/01/17,44.900002,16786100,,,
AAL,31/01/17,44.25,11719800,,,
AAL,01/02/17,44.049999,7955500,,,
AAL,02/02/17,44.009998,7607700,,,
AAL,03/02/17,44.200001,6357900,,,
AAL,06/02/17,45.299999,6496100,,,
AAL,07/02/17,45.169998,6120000,,,
AAL,08/02/17,45.060001,4329900,,,
AAL,09/02/17,46.299999,7089900,,,
AAL,10/02/17,46.450001,4040600,,,
AAL,13/02/17,47.41,6158600,,,
AAL,14/02/17,46.57,6271700,,,
AAL,15/02/17,47.540001,8394800,,,
AAL,16/02/17,46.970001,5681800,,,
AAL,17/02/17,46.91,4581600,,,
AAL,21/02/17,46.810001,4672000,,,
AAL,22/02/17,46.32,5799600,,,
AAL,23/02/17,46.099998,5247000,,,
AAL,24/02/17,46.279999,4489600,,,
AAL,27/02/17,46.32,4130500,,,
AAL,28/02/17,46.360001,4935600,,,
AAL,01/03/17,47.09,8278900,,,
AAL,02/03/17,45.720001,7590700,,,
AAL,03/03/17,46.82,7256900,,,
AAL,06/03/17,45.310001,11336600,,,
AAL,07/03/17,44.84,4565300,,,
AAL,08/03/17,44.889999,5520400,,,
AAL,09/03/17,43.330002,9330100,,,
AAL,10/03/17,43.900002,6842300,,,
AAL,13/03/17,42.369999,8882300,,,
AAL,14/03/17,41.209999,10208500,,,
AAL,15/03/17,42.09,13986200,,,
AAL,16/03/17,42.130001,7058300,,,
AAL,17/03/17,41.720001,10185800,,,
AAL,20/03/17,41.700001,6229800,,,
AAL,21/03/17,40.419998,7938700,,,
AAL,22/03/17,40.349998,9943000,,,
AAL,23/03/17,41.41,9516600,,,
AAL,24/03/17,41.73,6596600,,,
AAL,27/03/17,41.740002,6050500,,,
AAL,28/03/17,42.599998,6185800,,,
AAL,29/03/17,41.959999,5331400,,,
AAL,30/03/17,42.540001,3681400,,,
AAL,31/03/17,42.299999,5427700,,,
AAL,03/04/17,42.450001,5764700,,,
AAL,04/04/17,40.900002,7254700,,,
AAL,05/04/17,41.310001,7012700,,,
AAL,06/04/17,41.720001,3627600,,,
AAL,07/04/17,41.810001,4137000,,,
AAL,10/04/17,42.32,4650500,,,
AAL,11/04/17,43.93,10269600,,,
