ticker,date,close,volume
AAM,16/09/13,10.26,0
AAM,17/09/13,9.77,2010
AAM,18/09/13,10.04,10
AAM,19/09/13,10.04,0
AAM,20/09/13,9.98,4150
AAM,23/09/13,9.77,1510
AAM,24/09/13,9.82,5240
AAM,25/09/13,9.82,2350
AAM,26/09/13,9.71,2000
AAM,27/09/13,9.6,3240
AAM,30/09/13,9.77,100
AAM,01/10/13,9.77,5900
AAM,02/10/13,9.5,2810
AAM,03/10/13,9.5,0
AAM,04/10/13,9.5,1030
AAM,07/10/13,9.66,7630
AAM,08/10/13,9.77,110
AAM,09/10/13,9.77,2610
AAM,10/10/13,9.12,6330
AAM,11/10/13,9.12,1030
AAM,14/10/13,9.5,3260
AAM,15/10/13,9.44,100
AAM,16/10/13,9.23,1500
AAM,17/10/13,9.28,6940
AAM,18/10/13,9.44,6390
AAM,21/10/13,8.95,6350
AAM,22/10/13,9.17,3140
AAM,23/10/13,9.33,2260
AAM,24/10/13,9.23,1150
AAM,25/10/13,9.01,4740
AAM,28/10/13,8.85,3610
AAM,29/10/13,8.63,2410
AAM,30/10/13,8.68,13870
AAM,31/10/13,8.52,6990
AAM,01/11/13,8.68,2010
AAM,04/11/13,8.63,2890
AAM,05/11/13,8.79,7850
AAM,06/11/13,8.79,2180
AAM,07/11/13,8.79,560
AAM,08/11/13,8.41,4180
AAM,11/11/13,8.63,550
AAM,12/11/13,8.03,6550
AAM,13/11/13,8.25,2780
AAM,14/11/13,8.3,30
AAM,15/11/13,8.52,16080
AAM,18/11/13,8.57,7030
AAM,19/11/13,8.74,3040
AAM,20/11/13,8.85,5200
AAM,21/11/13,8.85,3460
AAM,22/11/13,8.85,0
AAM,25/11/13,8.79,100
AAM,26/11/13,8.41,1970
AAM,27/11/13,8.41,4020
AAM,28/11/13,8.41,2230
AAM,29/11/13,8.52,6180
AAM,02/12/13,8.52,250
AAM,03/12/13,8.19,3310
AAM,04/12/13,8.41,60
AAM,05/12/13,8.41,100
AAM,06/12/13,8.41,10480
AAM,09/12/13,8.41,15410
AAM,10/12/13,8.14,7350
AAM,11/12/13,8.41,2700
AAM,12/12/13,8.41,1200
AAM,13/12/13,8.36,11600
AAM,16/12/13,8.36,0
AAM,17/12/13,8.41,15140
AAM,18/12/13,8.03,7290
AAM,19/12/13,7.92,22330
AAM,20/12/13,8.09,8020
AAM,23/12/13,8.09,1700
AAM,24/12/13,7.98,8410
AAM,25/12/13,7.98,3940
AAM,26/12/13,8.09,1300
AAM,27/12/13,8.09,0
AAM,30/12/13,7.98,4020
AAM,31/12/13,7.71,3060
AAM,02/01/14,8.14,2500
AAM,03/01/14,8.36,110
AAM,06/01/14,8.03,910
AAM,07/01/14,7.92,4730
AAM,08/01/14,8.14,600
AAM,09/01/14,8.14,500
AAM,10/01/14,7.92,750
AAM,13/01/14,8.14,2640
AAM,14/01/14,8.14,1210
AAM,15/01/14,7.92,20
AAM,16/01/14,7.98,4890
AAM,17/01/14,8.25,2870
AAM,20/01/14,8.14,2010
AAM,21/01/14,8.19,520
AAM,22/01/14,8.19,1300
AAM,23/01/14,8.19,13480
AAM,24/01/14,8.36,12300
AAM,27/01/14,8.68,5490
AAM,06/02/14,8.68,170
AAM,07/02/14,8.95,9850
AAM,10/02/14,8.68,830
AAM,11/02/14,8.68,2510
AAM,12/02/14,8.57,1360
AAM,13/02/14,8.9,7950
AAM,14/02/14,8.9,15540
AAM,17/02/14,8.9,30630
AAM,18/02/14,8.74,5100
AAM,19/02/14,8.9,28270
AAM,20/02/14,8.68,11190
AAM,21/02/14,8.9,6360
AAM,24/02/14,8.68,9980
AAM,25/02/14,9.09,12220
AAM,26/02/14,9.03,490
AAM,27/02/14,9.26,21840
AAM,28/02/14,9.15,3240
AAM,03/03/14,8.91,3040
AAM,04/03/14,8.57,7200
AAM,05/03/14,8.91,1600
AAM,06/03/14,8.97,1080
AAM,07/03/14,8.74,4030
AAM,10/03/14,8.86,12860
AAM,11/03/14,8.8,14710
AAM,12/03/14,8.86,25750
AAM,13/03/14,8.86,29610
AAM,14/03/14,8.97,5880
AAM,17/03/14,8.97,67810
AAM,18/03/14,9.15,108220
AAM,19/03/14,9.15,38640
AAM,20/03/14,9.03,43690
AAM,21/03/14,9.03,7230
AAM,24/03/14,9.26,37130
AAM,25/03/14,9.26,37770
AAM,26/03/14,9.32,15870
AAM,27/03/14,9.2,1920
AAM,28/03/14,9.2,40020
AAM,31/03/14,9.2,1020
AAM,01/04/14,8.97,5500
AAM,02/04/14,8.91,20340
AAM,03/04/14,8.91,5060
AAM,04/04/14,9.03,4040
AAM,07/04/14,9.2,2010
AAM,08/04/14,9.2,360
AAM,10/04/14,9.26,4160
AAM,11/04/14,9.15,8000
AAM,14/04/14,9.03,1980
AAM,15/04/14,8.97,4590
AAM,16/04/14,8.97,1880
AAM,17/04/14,9.09,60
AAM,18/04/14,8.57,5010
AAM,21/04/14,8.68,150
AAM,22/04/14,8.39,4500
AAM,23/04/14,8.45,3050
AAM,24/04/14,8.62,1190
AAM,25/04/14,8.57,9030
AAM,28/04/14,8.57,0
AAM,29/04/14,8.57,0
AAM,05/05/14,8.91,2490
AAM,06/05/14,8.39,1230
AAM,07/05/14,8.45,1230
AAM,08/05/14,8.34,50
AAM,09/05/14,8.45,1630
AAM,12/05/14,7.87,1770
AAM,13/05/14,7.87,3040
AAM,14/05/14,7.87,4000
AAM,15/05/14,7.87,8720
AAM,16/05/14,7.87,440
AAM,19/05/14,7.87,2000
AAM,20/05/14,7.87,320
AAM,21/05/14,7.87,4530
AAM,22/05/14,7.81,700
AAM,23/05/14,7.81,300
AAM,26/05/14,8.05,5060
AAM,27/05/14,8.51,2030
AAM,28/05/14,8.34,970
AAM,29/05/14,8.8,2500
AAM,30/05/14,8.28,3570
AAM,02/06/14,8.74,4650
AAM,03/06/14,8.74,16270
AAM,04/06/14,8.28,1010
AAM,05/06/14,8.86,10
AAM,06/06/14,8.39,1360
AAM,09/06/14,8.34,1010
AAM,10/06/14,8.34,2450
AAM,11/06/14,8.68,310
AAM,12/06/14,8.62,590
AAM,13/06/14,8.1,40
AAM,16/06/14,8.62,1140
AAM,17/06/14,8.97,4030
AAM,18/06/14,8.68,10
AAM,19/06/14,8.1,10
AAM,20/06/14,8.05,50
AAM,23/06/14,8.28,4690
AAM,24/06/14,8.68,2730
AAM,25/06/14,8.22,510
AAM,26/06/14,8.22,1530
AAM,27/06/14,8.39,350
AAM,30/06/14,8.39,0
AAM,01/07/14,8.16,6000
AAM,02/07/14,8.45,1550
AAM,03/07/14,8.68,120
AAM,04/07/14,8.28,3200
AAM,07/07/14,8.28,7290
AAM,08/07/14,8.39,250
AAM,09/07/14,8.28,2910
AAM,10/07/14,8.22,8770
AAM,11/07/14,8.57,10560
AAM,14/07/14,8.57,7010
AAM,15/07/14,8.57,0
AAM,16/07/14,8.57,0
AAM,17/07/14,8.34,200
AAM,18/07/14,8.34,850
AAM,21/07/14,8.16,200
AAM,22/07/14,8.68,10110
AAM,23/07/14,8.86,5640
AAM,24/07/14,8.74,4060
AAM,25/07/14,8.74,50
AAM,28/07/14,8.74,0
AAM,29/07/14,8.74,0
AAM,30/07/14,8.22,2700
AAM,31/07/14,8.68,10
AAM,01/08/14,8.68,0
AAM,04/08/14,8.68,0
AAM,05/08/14,8.62,2050
AAM,06/08/14,8.22,17470
AAM,07/08/14,8.51,450
AAM,08/08/14,8.51,1310
AAM,11/08/14,7.99,12830
AAM,12/08/14,8.22,360
AAM,13/08/14,8.22,2420
AAM,14/08/14,8.28,6380
AAM,15/08/14,8.28,3900
AAM,18/08/14,8.45,20
AAM,19/08/14,8.51,10
AAM,20/08/14,8.22,600
AAM,21/08/14,8.22,4770
AAM,22/08/14,8.45,1750
AAM,25/08/14,8.51,10600
AAM,26/08/14,8.28,1490
AAM,27/08/14,8.34,2900
AAM,28/08/14,8.39,260
AAM,29/08/14,8.28,2000
AAM,03/09/14,8.86,11340
AAM,04/09/14,9.2,21830
AAM,05/09/14,9.15,1380
AAM,08/09/14,9.2,8530
AAM,09/09/14,8.68,20940
AAM,10/09/14,8.86,120
AAM,11/09/14,9.09,11640
AAM,12/09/14,9.67,70510
AAM,15/09/14,9.67,137410
AAM,16/09/14,9.67,9000
AAM,17/09/14,9.55,18380
AAM,18/09/14,9.2,2950
AAM,19/09/14,9.03,1780
AAM,22/09/14,9.03,27520
AAM,23/09/14,8.68,7440
AAM,24/09/14,8.97,31130
AAM,25/09/14,8.97,4210
AAM,26/09/14,8.91,5010
AAM,29/09/14,8.91,10000
AAM,30/09/14,8.91,250
AAM,01/10/14,8.91,29630
AAM,02/10/14,8.91,14800
AAM,03/10/14,8.74,29470
AAM,06/10/14,9.15,11380
AAM,07/10/14,9.15,2840
AAM,08/10/14,9.15,7900
AAM,09/10/14,9.09,4110
AAM,10/10/14,9.09,0
AAM,13/10/14,8.91,22050
AAM,14/10/14,8.97,20
AAM,15/10/14,8.91,1980
AAM,16/10/14,8.45,7410
AAM,17/10/14,9.03,6470
AAM,20/10/14,8.57,10
AAM,21/10/14,8.97,20
AAM,22/10/14,8.97,0
AAM,23/10/14,9.03,1520
AAM,24/10/14,8.62,2250
AAM,27/10/14,8.97,280
AAM,28/10/14,8.91,250
AAM,29/10/14,8.91,5020
AAM,30/10/14,8.86,210
AAM,31/10/14,9.2,2010
AAM,03/11/14,9.2,0
AAM,04/11/14,9.2,2140
AAM,05/11/14,9.03,16230
AAM,06/11/14,8.62,1160
AAM,07/11/14,9.03,100
AAM,10/11/14,8.68,4300
AAM,11/11/14,8.51,1010
AAM,12/11/14,8.74,5250
AAM,13/11/14,8.91,6400
AAM,14/11/14,8.91,0
AAM,17/11/14,8.57,14980
AAM,18/11/14,8.68,7080
AAM,19/11/14,8.86,2280
AAM,20/11/14,8.8,10310
AAM,21/11/14,8.8,1160
AAM,24/11/14,8.62,2330
AAM,25/11/14,8.62,1520
AAM,26/11/14,8.57,3580
AAM,27/11/14,8.57,3830
AAM,28/11/14,8.62,1750
AAM,01/12/14,8.51,4040
AAM,02/12/14,8.39,14340
AAM,03/12/14,8.62,1520
AAM,04/12/14,8.57,10
AAM,05/12/14,8.57,2830
AAM,08/12/14,8.39,5120
AAM,09/12/14,8.34,1500
AAM,10/12/14,8.28,180
AAM,11/12/14,8.34,500
AAM,12/12/14,8.1,70310
AAM,15/12/14,8.1,43460
AAM,16/12/14,8.1,520
AAM,17/12/14,7.93,230
AAM,18/12/14,8.16,7250
AAM,19/12/14,8.16,3900
AAM,22/12/14,8.1,1890
AAM,23/12/14,8.34,20
AAM,24/12/14,8.16,2140
AAM,25/12/14,8.28,150
AAM,26/12/14,8.28,0
AAM,29/12/14,8.16,1900
AAM,30/12/14,7.99,560
AAM,31/12/14,8.34,800
AAM,05/01/15,8.34,830
AAM,06/01/15,8.28,1080
AAM,07/01/15,8.34,6360
AAM,08/01/15,8.39,2370
AAM,09/01/15,7.87,3550
AAM,12/01/15,8.34,1020
AAM,13/01/15,7.87,11370
AAM,14/01/15,7.87,6510
AAM,15/01/15,8.05,5660
AAM,16/01/15,8.22,690
AAM,19/01/15,8.05,900
AAM,20/01/15,8.05,1000
AAM,21/01/15,8.05,9230
AAM,22/01/15,8.05,2680
AAM,23/01/15,8.05,7550
AAM,26/01/15,8.05,3600
AAM,27/01/15,7.99,25420
AAM,28/01/15,7.99,14780
AAM,29/01/15,8.05,150
AAM,30/01/15,8.22,320
AAM,02/02/15,8.05,5050
AAM,03/02/15,7.99,7460
AAM,04/02/15,7.93,1670
AAM,05/02/15,8.3,650
AAM,06/02/15,8.05,660
AAM,09/02/15,7.81,7560
AAM,10/02/15,7.81,5060
AAM,11/02/15,8.05,10
AAM,12/02/15,8.12,1000
AAM,13/02/15,7.93,2760
AAM,24/02/15,8.12,1610
AAM,25/02/15,8.18,130
AAM,26/02/15,8.24,2010
AAM,27/02/15,8.37,11850
AAM,02/03/15,8.37,90
AAM,03/03/15,8.12,10270
AAM,04/03/15,8.12,1790
AAM,05/03/15,8.12,4680
AAM,06/03/15,8.12,1630
AAM,09/03/15,7.99,10440
AAM,10/03/15,8.12,1330
AAM,11/03/15,8.12,10200
AAM,12/03/15,7.99,2290
AAM,13/03/15,8.12,4010
AAM,16/03/15,7.99,180
AAM,17/03/15,8.12,70
AAM,18/03/15,8.12,80
AAM,19/03/15,8.12,2020
AAM,20/03/15,8.12,10
AAM,23/03/15,7.93,11800
AAM,24/03/15,8.12,30
AAM,25/03/15,7.87,1560
AAM,26/03/15,8.05,18350
AAM,27/03/15,10.47,0
AAM,30/03/15,7.99,680
AAM,31/03/15,7.99,1610
AAM,01/04/15,7.81,7300
AAM,02/04/15,7.93,1000
AAM,03/04/15,7.93,2170
AAM,06/04/15,7.93,0
AAM,07/04/15,7.93,0
AAM,08/04/15,7.74,740
AAM,09/04/15,7.93,5310
AAM,10/04/15,7.81,1530
AAM,13/04/15,7.87,1000
AAM,14/04/15,7.74,2870
AAM,15/04/15,7.74,24900
AAM,16/04/15,7.62,19060
AAM,17/04/15,7.87,160
AAM,20/04/15,7.74,5900
AAM,21/04/15,7.74,7180
AAM,22/04/15,7.87,10
AAM,23/04/15,7.87,5030
AAM,24/04/15,7.93,10
AAM,27/04/15,7.93,80
AAM,04/05/15,7.68,1720
AAM,05/05/15,7.68,0
AAM,06/05/15,7.68,3250
AAM,07/05/15,7.68,0
AAM,08/05/15,7.68,0
AAM,11/05/15,7.87,110
AAM,12/05/15,7.68,1000
AAM,13/05/15,7.68,3620
AAM,14/05/15,7.68,2450
AAM,15/05/15,7.87,830
AAM,18/05/15,7.87,10
AAM,19/05/15,7.87,0
AAM,20/05/15,7.56,10
AAM,21/05/15,7.74,8550
AAM,22/05/15,7.62,1170
AAM,25/05/15,7.18,40
AAM,26/05/15,7.12,2320
AAM,27/05/15,7.49,2110
AAM,28/05/15,7.56,4000
AAM,29/05/15,7.56,0
AAM,01/06/15,7.56,30
AAM,02/06/15,7.62,1220
AAM,03/06/15,7.87,20
AAM,04/06/15,7.49,5160
AAM,05/06/15,7.49,9480
AAM,08/06/15,7.56,3810
AAM,09/06/15,7.68,300
AAM,10/06/15,7.74,490
AAM,11/06/15,7.49,5180
AAM,12/06/15,7.49,30
AAM,15/06/15,7.81,3180
AAM,16/06/15,7.81,15600
AAM,17/06/15,7.87,2530
AAM,18/06/15,7.93,2670
AAM,19/06/15,7.93,100
AAM,22/06/15,7.93,20
AAM,23/06/15,7.93,6720
AAM,24/06/15,7.99,2190
AAM,25/06/15,7.93,2820
AAM,26/06/15,7.99,570
AAM,29/06/15,7.99,1220
AAM,30/06/15,7.99,10
AAM,01/07/15,7.87,60
AAM,02/07/15,7.99,36970
AAM,03/07/15,8.37,5080
AAM,06/07/15,8.24,10
AAM,07/07/15,8.24,10
AAM,08/07/15,7.74,1020
AAM,09/07/15,7.93,4010
AAM,10/07/15,7.99,50
AAM,13/07/15,7.99,2470
AAM,14/07/15,7.99,370
AAM,15/07/15,7.99,200
AAM,16/07/15,7.87,420
AAM,17/07/15,7.99,180
AAM,20/07/15,7.93,520
AAM,21/07/15,7.93,360
AAM,22/07/15,7.93,0
AAM,23/07/15,7.93,0
AAM,24/07/15,7.93,710
AAM,27/07/15,7.93,0
AAM,28/07/15,7.49,1820
AAM,29/07/15,7.37,17130
AAM,30/07/15,7.49,5240
AAM,31/07/15,7.43,1260
AAM,03/08/15,7.68,10
AAM,04/08/15,7.74,160
AAM,05/08/15,7.68,1570
AAM,06/08/15,7.18,1640
AAM,07/08/15,7.18,1000
AAM,10/08/15,7.49,8200
AAM,11/08/15,7.49,500
AAM,12/08/15,7.49,0
AAM,13/08/15,7.49,0
AAM,14/08/15,7.49,790
AAM,17/08/15,7.49,8320
AAM,18/08/15,7.49,1560
AAM,19/08/15,7.12,360
AAM,20/08/15,7.56,40
AAM,21/08/15,7.49,410
AAM,24/08/15,6.99,3870
AAM,25/08/15,7.37,1020
AAM,26/08/15,6.87,3330
AAM,27/08/15,7.18,3210
AAM,28/08/15,6.87,1110
AAM,31/08/15,6.87,0
AAM,01/09/15,6.62,1400
AAM,03/09/15,6.87,2250
AAM,04/09/15,7.12,5140
AAM,07/09/15,7.12,2770
AAM,08/09/15,7.12,2280
AAM,09/09/15,7.49,4120
AAM,10/09/15,6.99,4980
AAM,11/09/15,7.43,5900
AAM,14/09/15,7.18,4560
AAM,15/09/15,6.99,1370
AAM,16/09/15,6.56,510
AAM,17/09/15,6.93,3460
AAM,18/09/15,6.74,1010
AAM,21/09/15,6.68,2530
AAM,22/09/15,6.74,800
AAM,23/09/15,6.62,210
AAM,24/09/15,6.68,110
AAM,25/09/15,6.68,1100
AAM,28/09/15,6.74,10
AAM,29/09/15,6.49,1010
AAM,30/09/15,6.49,500
AAM,01/10/15,6.87,10
AAM,02/10/15,6.62,5050
AAM,05/10/15,6.74,100
AAM,06/10/15,6.49,15030
AAM,07/10/15,6.49,31370
AAM,08/10/15,6.87,5830
AAM,09/10/15,6.56,11130
AAM,12/10/15,6.62,13390
AAM,13/10/15,6.43,2010
AAM,14/10/15,6.49,1370
AAM,15/10/15,6.43,10250
AAM,16/10/15,6.56,2320
AAM,19/10/15,6.56,790
AAM,20/10/15,6.43,600
AAM,21/10/15,6.43,5140
AAM,22/10/15,6.56,2360
AAM,23/10/15,6.56,31090
AAM,26/10/15,6.31,6230
AAM,27/10/15,6.56,5690
AAM,28/10/15,6.56,3610
AAM,29/10/15,6.62,5580
AAM,30/10/15,6.99,8730
AAM,02/11/15,6.68,2910
AAM,03/11/15,6.99,1660
AAM,04/11/15,6.87,4030
AAM,05/11/15,6.93,7410
AAM,06/11/15,7.18,1610
AAM,09/11/15,6.74,1010
AAM,10/11/15,6.93,7100
AAM,11/11/15,6.62,1550
AAM,12/11/15,6.87,5520
AAM,13/11/15,6.62,200
AAM,16/11/15,6.87,1130
AAM,17/11/15,6.87,0
AAM,18/11/15,6.56,80
AAM,19/11/15,6.81,50
AAM,20/11/15,6.87,11030
AAM,23/11/15,6.81,1350
AAM,24/11/15,6.74,11520
AAM,25/11/15,6.74,2420
AAM,26/11/15,6.68,270
AAM,27/11/15,6.49,100
AAM,30/11/15,6.87,1120
AAM,01/12/15,6.74,200
AAM,02/12/15,7.18,4360
AAM,03/12/15,7.18,470
AAM,04/12/15,6.74,5010
AAM,07/12/15,6.74,1150
AAM,08/12/15,6.68,1700
AAM,09/12/15,6.68,36170
AAM,10/12/15,6.99,100
AAM,11/12/15,6.99,0
AAM,14/12/15,6.99,2560
AAM,15/12/15,6.93,1250
AAM,16/12/15,6.93,0
AAM,17/12/15,6.74,12340
AAM,18/12/15,6.62,100
AAM,21/12/15,6.87,110
AAM,22/12/15,6.74,2000
AAM,23/12/15,6.37,10
AAM,24/12/15,6.68,18870
AAM,25/12/15,6.95,4820
AAM,28/12/15,6.75,50
AAM,29/12/15,7.01,500
AAM,30/12/15,6.55,5300
AAM,31/12/15,6.88,600
AAM,04/01/16,6.88,140
AAM,05/01/16,6.68,2340
AAM,06/01/16,6.68,0
AAM,07/01/16,6.55,590
AAM,08/01/16,6.75,2200
AAM,11/01/16,6.61,6170
AAM,12/01/16,6.61,710
AAM,13/01/16,6.61,0
AAM,14/01/16,6.48,3760
AAM,15/01/16,6.55,1000
AAM,18/01/16,6.95,11660
AAM,19/01/16,6.61,1100
AAM,20/01/16,6.61,0
AAM,21/01/16,6.15,2050
AAM,22/01/16,5.95,6860
AAM,25/01/16,6.15,1370
AAM,26/01/16,6.42,420
AAM,27/01/16,6.61,1570
AAM,28/01/16,6.61,700
AAM,29/01/16,6.61,5510
AAM,01/02/16,6.75,140
AAM,02/02/16,6.42,2150
AAM,03/02/16,6.75,470
AAM,04/02/16,6.75,50
AAM,05/02/16,6.81,400
AAM,15/02/16,6.88,800
AAM,16/02/16,6.88,2220
AAM,17/02/16,7.28,8560
AAM,18/02/16,7.41,18940
AAM,19/02/16,7.81,23140
AAM,22/02/16,7.34,4250
AAM,23/02/16,7.81,770
AAM,24/02/16,7.61,2100
AAM,25/02/16,7.21,2230
AAM,26/02/16,7.21,1790
AAM,29/02/16,7.21,100
AAM,01/03/16,7.34,650
AAM,02/03/16,7.47,100
AAM,03/03/16,7.47,400
AAM,04/03/16,7.47,50
AAM,07/03/16,7.61,2950
AAM,08/03/16,7.54,70
AAM,09/03/16,7.14,4020
AAM,10/03/16,7.41,21400
AAM,11/03/16,7.74,260
AAM,14/03/16,7.21,6690
AAM,15/03/16,7.67,1140
AAM,16/03/16,7.61,90
AAM,17/03/16,7.28,3500
AAM,18/03/16,7.01,2720
AAM,21/03/16,7.41,1150
AAM,22/03/16,7.87,700
AAM,23/03/16,7.34,14550
AAM,24/03/16,7.41,110
AAM,25/03/16,7.28,6390
AAM,28/03/16,7.41,1310
AAM,29/03/16,7.08,1000
AAM,30/03/16,7.21,4160
AAM,31/03/16,7.21,3060
AAM,01/04/16,7.14,460
AAM,04/04/16,7.28,4070
AAM,05/04/16,7.28,0
AAM,06/04/16,7.21,10
AAM,07/04/16,7.21,2590
AAM,08/04/16,7.21,10
AAM,11/04/16,7.21,100
AAM,12/04/16,6.81,80
AAM,13/04/16,6.81,5050
AAM,14/04/16,7.08,180
AAM,15/04/16,6.81,5420
AAM,19/04/16,6.68,550
AAM,20/04/16,6.68,1010
AAM,21/04/16,6.68,3300
AAM,22/04/16,6.75,1950
AAM,25/04/16,7.08,2030
AAM,26/04/16,7.14,50
AAM,27/04/16,7.08,6900
AAM,28/04/16,7.08,2850
AAM,29/04/16,7.08,1570
AAM,04/05/16,7.14,1800
AAM,05/05/16,7.14,41890
AAM,06/05/16,7.21,20
AAM,09/05/16,7.14,1010
AAM,10/05/16,7.08,3970
AAM,11/05/16,7.54,3010
AAM,12/05/16,7.28,2940
AAM,13/05/16,7.54,10
AAM,16/05/16,7.47,1040
AAM,17/05/16,7.28,210
AAM,18/05/16,7.28,40
AAM,19/05/16,7.28,5010
AAM,20/05/16,7.41,210
AAM,23/05/16,7.14,10040
AAM,24/05/16,7.54,23850
AAM,25/05/16,7.54,20
AAM,26/05/16,7.54,0
